1,12,481,EIP5301,70,504,0.41
2,12,601,EIP5301,70,336,0.40
3,12,601,EIC5201,70,560,0.44
4,12,721,EIC5201,70,560,0.42
5,12,721,IC5101,70,392,0.41
6,12,841,IC5101,70,336,0.47
7,12,841,TLK83001,70,504,0.41
8,12,961,TLK83001,70,392,0.40
9,13,481,EIP5301,70,560,0.42
10,13,601,EIP5301,70,504,0.40
11,13,601,EIC5201,70,392,0.40
12,13,721,EIC5201,70,504,0.41
13,13,721,IC5101,70,504,0.42
14,13,841,IC5101,70,336,0.43
15,13,841,TLK83001,70,560,0.41
16,13,961,TLK83001,70,448,0.43
17,14,481,EIP5301,70,560,0.41
18,14,601,EIP5301,70,448,0.40
19,14,601,EIC5201,70,336,0.41
20,14,721,EIC5201,70,336,0.41
21,14,721,IC5101,70,336,0.45
22,14,841,IC5101,70,448,0.41
23,14,841,TLK83001,70,392,0.41
24,14,961,TLK83001,70,336,0.46
25,15,481,EIP5301,70,504,0.40
26,15,601,EIP5301,70,560,0.41
27,15,601,EIC5201,70,448,0.40
28,15,721,EIC5201,70,392,0.41
29,15,721,IC5101,70,336,0.46
30,15,841,IC5101,70,560,0.40
31,15,841,TLK83001,70,392,0.40
32,15,961,TLK83001,70,504,0.41
33,16,481,EIP5301,70,336,0.40
34,16,601,EIP5301,70,448,0.42
35,16,601,EIC5201,70,336,0.45
36,16,721,EIC5201,70,560,0.44
37,16,721,IC5101,70,336,0.41
38,16,841,IC5101,70,448,0.41
39,16,841,TLK83001,70,448,0.43
40,16,961,TLK83001,70,504,0.43
41,17,481,EIP5301,70,392,0.40
42,17,601,EIP5301,70,448,0.40
43,17,601,EIC5201,70,560,0.40
44,17,721,EIC5201,70,560,0.42
45,17,721,IC5101,70,392,0.41
46,17,841,IC5101,70,392,0.44
47,17,841,TLK83001,70,504,0.40
48,17,961,TLK83001,70,504,0.43
49,18,481,EIP5301,70,560,0.40
50,18,601,EIP5301,70,392,0.43
51,18,601,EIC5201,70,392,0.41
52,18,721,EIC5201,70,448,0.40
53,18,721,IC5101,70,560,0.40
54,18,841,IC5101,70,336,0.46
55,18,841,TLK83001,70,336,0.41
56,18,961,TLK83001,70,448,0.44
57,19,481,EIP5301,70,560,0.40
58,19,601,EIP5301,70,504,0.43
59,19,601,EIC5201,70,504,0.42
60,19,721,EIC5201,70,504,0.41
61,19,721,IC5101,70,336,0.41
62,19,841,IC5101,70,504,0.40
63,19,841,TLK83001,70,448,0.45
64,19,961,TLK83001,70,448,0.42
65,20,481,EIP5301,70,336,0.45
66,20,601,EIP5301,70,392,0.42
67,20,601,EIC5201,70,336,0.46
68,20,721,EIC5201,70,392,0.41
69,20,721,IC5101,70,504,0.45
70,20,841,IC5101,70,392,0.41
71,20,841,TLK83001,70,336,0.44
72,20,961,TLK83001,70,392,0.41
73,21,481,EIP5301,70,392,0.40
74,21,601,EIP5301,70,336,0.42
75,21,601,EIC5201,70,448,0.42
76,21,721,EIC5201,70,504,0.42
77,21,721,IC5101,70,560,0.41
78,21,841,IC5101,70,448,0.45
79,21,841,TLK83001,70,448,0.43
80,21,961,TLK83001,70,392,0.42
81,22,481,EIP5301,70,504,0.40
82,22,601,EIP5301,70,504,0.41
83,22,601,EIC5201,70,336,0.42
84,22,721,EIC5201,70,336,0.41
85,22,721,IC5101,70,560,0.40
86,22,841,IC5101,70,448,0.43
87,22,841,TLK83001,70,392,0.42
88,22,961,TLK83001,70,392,0.41
89,23,481,EIP5301,70,560,0.41
90,23,601,EIP5301,70,336,0.42
91,23,601,EIC5201,70,504,0.44
92,23,721,EIC5201,70,392,0.43
93,23,721,IC5101,70,504,0.42
94,23,841,IC5101,70,392,0.44
95,23,841,TLK83001,70,392,0.42
96,23,961,TLK83001,70,336,0.42
97,24,481,EIP5301,70,448,0.41
98,24,601,EIP5301,70,560,0.42
99,24,601,EIC5201,70,560,0.42
100,24,721,EIC5201,70,392,0.44
101,24,721,IC5101,70,336,0.43
102,24,841,IC5101,70,448,0.41
103,24,841,TLK83001,70,336,0.43
104,24,961,TLK83001,70,448,0.42
105,25,481,EIP5301,70,336,0.42
106,25,601,EIP5301,70,392,0.43
107,25,601,EIC5201,70,560,0.40
108,25,721,EIC5201,70,336,0.44
109,25,721,IC5101,70,448,0.44
110,25,841,IC5101,70,336,0.42
111,25,841,TLK83001,70,560,0.42
112,25,961,TLK83001,70,392,0.43
113,26,481,EIP5301,70,504,0.41
114,26,601,EIP5301,70,448,0.41
115,26,601,EIC5201,70,336,0.46
116,26,721,EIC5201,70,504,0.41
117,26,721,IC5101,70,448,0.40
118,26,841,IC5101,70,504,0.44
119,26,841,TLK83001,70,560,0.41
120,26,961,TLK83001,70,336,0.43
121,27,481,EIP5301,70,448,0.43
122,27,601,EIP5301,70,560,0.40
123,27,601,EIC5201,70,392,0.44
124,27,721,EIC5201,70,504,0.41
125,27,721,IC5101,70,392,0.40
126,27,841,IC5101,70,336,0.41
127,27,841,TLK83001,70,560,0.40
128,27,961,TLK83001,70,448,0.40
129,28,481,EIP5301,70,336,0.40
130,28,601,EIP5301,70,336,0.41
131,28,601,EIC5201,70,392,0.43
132,28,721,EIC5201,70,336,0.40
133,28,721,IC5101,70,336,0.41
134,28,841,IC5101,70,448,0.42
135,28,841,TLK83001,70,392,0.41
136,28,961,TLK83001,70,504,0.40
137,29,481,EIP5301,70,392,0.41
138,29,601,EIP5301,70,560,0.44
139,29,601,EIC5201,70,560,0.42
140,29,721,EIC5201,70,336,0.42
141,29,721,IC5101,70,336,0.41
142,29,841,IC5101,70,336,0.40
143,29,841,TLK83001,70,448,0.41
144,29,961,TLK83001,70,336,0.41
145,30,481,EIP5301,70,448,0.40
146,30,601,EIP5301,70,336,0.41
147,30,601,EIC5201,70,392,0.40
148,30,721,EIC5201,70,448,0.41
149,30,721,IC5101,70,336,0.42
150,30,841,IC5101,70,448,0.41
151,30,841,TLK83001,70,560,0.42
152,30,961,TLK83001,70,448,0.45
153,31,481,EIP5301,70,560,0.40
154,31,601,EIP5301,70,448,0.40
155,31,601,EIC5201,70,504,0.42
156,31,721,EIC5201,70,560,0.41
157,31,721,IC5101,70,448,0.42
158,31,841,IC5101,70,336,0.44
